Fare for Bike,[Waiting Time of Bike],Fare for Auto,[Waiting Time of Auto],Fare for Car,[Waiting Time of Car],Platform,Hour,Minute,DecimalHour,Day,Weekend,Rushhour,DistanceKm,Duration,TrafficLevel,SurgeValue,PickupTemperature,PickupWindSpeed,PickupWeatherCode,PickupHumidity,DropTemperature,DropWindSpeed,DropWeatherCode,DropHumidity,PickupZone,DropZone,BikeWait,AutoWait,CarWait,priceKmBike,priceKmAuto,priceKmCar
47,"7,8",88,"7,8",165,"7,8",RAPIDO,14,9,14.15,4,0,0,3.832,15.78333333,HEAVY,0,25.1,1.5,3,58,25,1.5,3,58,TRANSIT_HUB,RESIDENTIAL,7,7,7,12.27,22.96,43.06
119,"2,8",166,"2,8",193,"2,8",RAPIDO,14,11,14.18,4,0,0,10.375,27.86666667,MODERATE,1,24.5,0.4,3,65,24.8,0.4,3,60,RESIDENTIAL,RESIDENTIAL,2,2,2,11.47,16,18.6
154,"4,8",218,"4,8",252,"4,8",RAPIDO,14,13,14.22,4,0,0,16.215,34.25,MODERATE,0,25.1,1.5,3,58,24.8,0.4,3,65,RESIDENTIAL,RESIDENTIAL,4,4,4,9.5,13.44,15.54
222,"2,8",357,"2,8",334,"2,8",RAPIDO,14,14,14.23,4,0,0,26.283,46.55,NORMAL,0,24.3,1,3,66,24.7,0.4,3,65,RESIDENTIAL,RESIDENTIAL,2,2,2,8.45,13.58,12.71
138,"3,8",179,"3,8",200,"3,8",RAPIDO,14,16,14.27,4,0,0,11.726,25.95,MODERATE,1,24.5,8.4,3,67,25.3,7,80,63,COMMERCIAL,RESIDENTIAL,3,3,3,11.77,15.27,17.06
87,"3,8",138,"3,8",170,"3,8",RAPIDO,14,18,14.3,4,0,0,10.809,26.5,MODERATE,0,24.1,2,3,66,24.6,1.9,3,61,RESIDENTIAL,RESIDENTIAL,3,3,3,8.05,12.77,15.73
104,"3,8",160,"3,8",163,"3,8",RAPIDO,14,20,14.33,4,0,0,10.424,27.65,MODERATE,1,25.2,7,80,63,24.3,8.2,80,69,RESIDENTIAL,RESIDENTIAL,3,3,3,9.98,15.35,15.64
71,"5,8",162,"5,8",240,"5,8",RAPIDO,18,58,18.97,4,0,1,7.291,21.63333333,HEAVY,0,21.4,4.1,3,82,21.4,3.9,3,82,RESIDENTIAL,TRANSIT_HUB,5,5,5,9.74,22.22,32.92
111,"5,8",177,"5,8",224,"5,8",RAPIDO,18,59,18.98,4,0,1,11.499,20.13333333,NORMAL,0,21.5,3.9,3,82,21.5,3.9,3,82,TRANSIT_HUB,RESIDENTIAL,5,5,5,9.65,15.39,19.48
95,"3,8",148,"3,8",193,"3,8",RAPIDO,19,0,19,4,0,1,9.722,24.83333333,MODERATE,0,21.1,4.6,3,85,21.2,4.2,3,83,RESIDENTIAL,RESIDENTIAL,3,3,3,9.77,15.22,19.85
216,"4,8",317,"4,8",427,"4,8",RAPIDO,19,2,19.03,4,0,1,24.509,43.5,NORMAL,0,21.3,4.2,3,83,21.4,4.6,3,84,RESIDENTIAL,RESIDENTIAL,4,4,4,8.81,12.93,17.42
155,"2,8",253,"2,8",267,"2,8",RAPIDO,19,3,19.05,4,0,1,16.737,36.11666667,MODERATE,0,21.1,4.6,3,84,21.3,4.2,3,83,RESIDENTIAL,TRANSIT_HUB,2,2,2,9.26,15.12,15.95
192,"2,8",382,"2,8",527,"2,8",RAPIDO,19,4,19.07,4,0,1,21.733,43.2,NORMAL,0,21.3,4.2,3,83,21.3,4.6,3,84,RELIGIOUS,TRANSIT_HUB,2,2,2,8.83,17.58,24.25
145,"3,8",269,"3,8",260,"3,8",RAPIDO,19,6,19.1,4,0,1,15.486,24.68333333,NORMAL,1,21.1,4.6,3,85,20.6,3.9,3,86,RESIDENTIAL,EDUCATION,3,3,3,9.36,17.37,16.79
83,"5,8",167,"5,8",182,"5,8",RAPIDO,19,8,19.13,4,0,1,9.454,22.33333333,MODERATE,0,21.3,4.4,3,83,21.1,4.6,3,84,RESIDENTIAL,RESIDENTIAL,5,5,5,8.78,17.66,19.25
73.36,"1,8",104.18,"1,8",149.13,"1,8",UBER,19,9,19.15,4,0,1,7.291,21.63333333,HEAVY,0,21.2,4.4,3,83,21.3,4.2,3,83,RESIDENTIAL,TRANSIT_HUB,1,1,1,10.06,14.29,20.45
101.83,"2,7",156.86,"2,8",187.37,"1,8",UBER,19,10,19.17,4,0,1,11.499,20.13333333,NORMAL,0,21.3,4.2,3,83,21.3,4.2,3,83,TRANSIT_HUB,RESIDENTIAL,2,2,1,8.86,13.64,16.29
89.16,"4,8",143.24,"4,7",169.84,"2,8",UBER,19,12,19.2,4,0,1,9.722,24.83333333,MODERATE,0,21.1,4.6,3,85,21.2,4.2,3,83,RESIDENTIAL,RESIDENTIAL,4,4,2,9.17,14.73,17.47
195.74,"2,8",262.05,"2,8",296.59,"1,8",UBER,19,14,19.23,4,0,1,24.509,43.5,NORMAL,0,21.3,4.2,3,83,21.4,4.6,3,84,RESIDENTIAL,RESIDENTIAL,2,2,1,7.99,10.69,12.1
126.76,"4,8",196.59,"1,8",225.34,"1,8",UBER,19,17,19.28,4,0,1,16.737,36.11666667,MODERATE,0,20.9,5.1,3,85,21.2,4.7,3,83,RESIDENTIAL,TRANSIT_HUB,4,1,1,7.57,11.75,13.46
179.95,"7,6",227.55,"5,8",292.63,"9,7",UBER,19,19,19.32,4,0,1,21.733,43.2,NORMAL,0,21.2,4.7,3,83,21.1,5.1,3,85,RELIGIOUS,TRANSIT_HUB,7,5,9,8.28,10.47,13.46
117.54,"3,8",190.98,"2,8",195.25,"2,8",UBER,19,20,19.33,4,0,1,15.486,24.68333333,NORMAL,0,20.9,4.8,3,86,20.4,3.9,3,87,RESIDENTIAL,EDUCATION,3,2,2,7.59,12.33,12.61
82.05,"3,8",126.1,"2,8",161.53,"2,8",UBER,19,22,19.37,4,0,1,9.454,22.33333333,MODERATE,0,21.1,4.7,3,83,20.9,5.1,3,85,RESIDENTIAL,RESIDENTIAL,3,2,2,8.68,13.34,17.09
74,"5,8",160,"5,8",171,"5,8",RAPIDO,18,15,18.25,5,0,1,7.291,21.63333333,HEAVY,0,19.7,6.1,3,74,19.7,5.5,3,74,RESIDENTIAL,TRANSIT_HUB,5,5,5,10.15,21.94,23.45
111,"5,8",174,"5,8",214,"5,8",RAPIDO,18,16,18.27,5,0,1,11.499,20.13333333,NORMAL,0,19.8,5.5,3,74,19.8,5.5,3,74,TRANSIT_HUB,RESIDENTIAL,5,5,5,9.65,15.13,18.61
98,"3,8",162,"3,8",184,"3,8",RAPIDO,18,20,18.33,5,0,1,9.722,24.83333333,MODERATE,0,19.2,5.4,3,82,19.6,5.5,3,74,RESIDENTIAL,RESIDENTIAL,3,3,3,10.08,16.66,18.93
221,"4,8",355,"4,8",369,"4,8",RAPIDO,18,28,18.47,5,0,1,24.509,43.5,NORMAL,0,19.7,5.5,3,74,19.7,5.8,3,79,RESIDENTIAL,RESIDENTIAL,4,4,4,9.02,14.48,15.06
160,"3,8",217,"3,8",286,"3,8",RAPIDO,18,29,18.48,5,0,1,16.737,36.11666667,MODERATE,0,17.7,6.6,3,86,18.2,6.8,3,83,RESIDENTIAL,TRANSIT_HUB,3,3,3,9.56,12.97,17.09
199,"3,8",447,"3,8",527,"3,8",RAPIDO,18,30,18.5,5,0,1,21.733,43.2,NORMAL,0,18.1,6.5,3,83,17.7,6.2,3,87,RELIGIOUS,TRANSIT_HUB,3,3,3,9.16,20.57,24.25
120,"2,8",204,"2,8",234,"2,8",RAPIDO,18,31,18.52,5,0,1,15.486,24.68333333,NORMAL,0,19,5.8,3,83,18,4,3,90,RESIDENTIAL,EDUCATION,2,2,2,7.75,13.17,15.11
123,"5,8",193,"5,8",209,"5,8",RAPIDO,18,32,18.53,5,0,1,9.454,22.33333333,MODERATE,1,19.5,6.1,3,75,19.2,5.8,3,80,RESIDENTIAL,RESIDENTIAL,5,5,5,13.01,20.41,22.11
108.95,"4,7",107.61,"1,8",164.42,"2,8",UBER,18,34,18.57,5,0,1,7.291,21.63333333,HEAVY,0,19.5,6.1,3,75,19.6,5.5,3,75,RESIDENTIAL,TRANSIT_HUB,4,1,2,14.94,14.76,22.55
114.3,"4,8",162.17,"3,8",193.97,"1,8",UBER,18,35,18.58,5,0,1,11.499,20.13333333,NORMAL,0,19.6,5.5,3,75,19.6,5.5,3,75,TRANSIT_HUB,RESIDENTIAL,4,3,1,9.94,14.1,16.87
101.26,"3,8",147.83,"2,7",171.77,"2,8",UBER,18,36,18.6,5,0,1,9.722,24.83333333,MODERATE,0,19,5.8,3,83,19.5,5.5,3,75,RESIDENTIAL,RESIDENTIAL,3,2,2,10.42,15.21,17.67
221.54,"3,8",269.4,"2,8",309.15,"1,8",UBER,18,38,18.63,5,0,1,24.509,43.5,NORMAL,0,19.6,5.5,3,75,19.5,5.8,3,80,RESIDENTIAL,RESIDENTIAL,3,2,1,9.04,10.99,12.61
147.6,"3,8",201.68,"1,8",247.03,"1,8",UBER,18,39,18.65,5,0,1,16.737,36.11666667,MODERATE,0,17.5,6.2,3,87,18.1,6.5,3,83,RESIDENTIAL,TRANSIT_HUB,3,1,1,8.82,12.05,14.76
261.6,"7,8",234.08,"6,8",306.97,"11,8",UBER,18,47,18.78,5,0,1,21.733,43.2,NORMAL,1,19.5,5.2,3,76,19.2,5.8,3,82,RELIGIOUS,TRANSIT_HUB,7,6,11,12.04,10.77,14.12
126.77,"2,8",174.54,"2,8",202.15,"2,8",UBER,18,48,18.8,5,0,1,15.486,24.68333333,NORMAL,0,18.8,5.8,3,85,17.8,4,3,91,RESIDENTIAL,EDUCATION,2,2,2,8.19,11.27,13.05
93.83,"3,8",130.04,"2,8",171.27,"2,8",UBER,18,50,18.83,5,0,1,9.454,22.33333333,MODERATE,0,19.4,6.1,3,76,19,5.8,3,82,RESIDENTIAL,RESIDENTIAL,3,2,2,9.92,13.76,18.12
74,"5,8",173,"5,8",198,"5,8",RAPIDO,18,56,18.93,5,0,1,7.291,21.63333333,HEAVY,0,17.7,6.1,3,84,17.9,6.1,3,84,RESIDENTIAL,TRANSIT_HUB,5,5,5,10.15,23.73,27.16
112,"5,8",216,"5,8",263,"5,8",RAPIDO,18,57,18.95,5,0,1,11.499,20.13333333,NORMAL,0,17.9,6.1,3,84,17.9,6.1,3,84,TRANSIT_HUB,RESIDENTIAL,5,5,5,9.74,18.78,22.87
98,"3,8",168,"3,8",195,"3,8",RAPIDO,18,58,18.97,5,0,1,9.722,24.83333333,MODERATE,0,18.8,5.8,3,85,19.3,5.2,3,76,RESIDENTIAL,RESIDENTIAL,3,3,3,10.08,17.28,20.06
221,"4,8",327,"4,8",343,"4,8",RAPIDO,18,59,18.98,5,0,1,24.509,43.5,NORMAL,0,19.4,5.2,3,76,19.3,5.8,3,82,RESIDENTIAL,RESIDENTIAL,4,4,4,9.02,13.34,13.99
159,"3,8",248,"3,8",277,"3,8",RAPIDO,19,0,19,5,0,1,16.737,36.11666667,MODERATE,0,17.2,5.4,3,90,17.8,5.8,3,84,RESIDENTIAL,TRANSIT_HUB,3,3,3,9.5,14.82,16.55
199,"3,8",299,"3,8",363,"3,8",RAPIDO,19,2,19.03,5,0,1,21.733,43.2,NORMAL,0,17.8,5.8,3,84,17.4,5.4,3,90,RELIGIOUS,TRANSIT_HUB,3,3,3,9.16,13.76,16.7
120,"2,8",179,"2,8",236,"2,8",RAPIDO,19,3,19.05,5,0,1,15.486,24.68333333,NORMAL,0,18.6,5.4,3,87,17.5,4,3,92,RESIDENTIAL,EDUCATION,2,2,2,7.75,11.56,15.24
87,"5,8",152,"5,8",209,"5,8",RAPIDO,19,4,19.07,5,0,1,9.454,22.33333333,MODERATE,0,19.2,5.8,3,78,18.7,5.4,3,84,RESIDENTIAL,RESIDENTIAL,5,5,5,9.2,16.08,22.11
71,"5,8",126,"5,8",165,"5,8",RAPIDO,20,37,20.62,5,0,1,7.291,21.63333333,HEAVY,0,18,4.7,1,87,18.3,4.4,1,86,RESIDENTIAL,TRANSIT_HUB,5,5,5,9.74,17.28,22.63
111,"5,8",207,"5,8",214,"5,8",RAPIDO,20,40,20.67,5,0,1,11.499,20.13333333,NORMAL,0,17.1,4.2,3,90,17.1,4.2,3,90,TRANSIT_HUB,RESIDENTIAL,5,5,5,9.65,18,18.61
88,"3,8",168,"3,8",193,"3,8",RAPIDO,20,41,20.68,5,0,1,9.722,24.83333333,MODERATE,0,16.3,4.1,3,95,16.9,4.2,3,90,RESIDENTIAL,RESIDENTIAL,3,3,3,9.05,17.28,19.85
216,"4,8",297,"4,8",336,"4,8",RAPIDO,20,42,20.7,5,0,1,24.509,43.5,NORMAL,0,17,4.2,3,90,16.7,4.1,3,94,RESIDENTIAL,RESIDENTIAL,4,4,4,8.81,12.12,13.71
155,"3,8",200,"3,8",248,"3,7",RAPIDO,20,43,20.72,5,0,1,16.737,36.11666667,MODERATE,0,17.5,4.7,1,92,18.3,4.4,1,86,RESIDENTIAL,TRANSIT_HUB,3,3,3,9.26,11.95,14.82
195,"3,8",243,"3,8",346,"3,8",RAPIDO,20,44,20.73,5,0,1,21.733,43.2,NORMAL,0,17.1,4.2,3,90,16.5,4.1,3,94,RELIGIOUS,TRANSIT_HUB,3,3,3,8.97,11.18,15.92
119,"2,8",204,"2,8",238,"2,8",RAPIDO,20,45,20.75,5,0,1,15.486,24.68333333,NORMAL,0,17.4,4,1,93,16.2,4,45,96,RESIDENTIAL,EDUCATION,2,2,2,7.68,13.17,15.37
87,"3,8",146,"3,8",190,"3,8",RAPIDO,20,47,20.78,5,0,1,9.454,22.33333333,MODERATE,0,17.9,4.3,0,88,17.3,4.3,0,93,RESIDENTIAL,RESIDENTIAL,3,3,3,9.2,15.44,20.1
171,"3,8",,,202,"3,8",RAPIDO,11,0,11,6,1,0,10.56,19.26666667,NORMAL,0,21,4.7,1,77,21,5.4,1,78,TRANSIT_HUB,TRANSIT_HUB,3,0,3,16.19,0,19.13
47,"4,8",100,"4,8",162,"4,8",RAPIDO,11,2,11.03,6,1,0,3.832,15.78333333,HEAVY,0,21.8,4.6,1,67,21.7,4.6,1,67,TRANSIT_HUB,RESIDENTIAL,4,4,4,12.27,26.1,42.28
87,"2,8",134,"2,8",180,"2,8",RAPIDO,11,4,11.07,6,1,0,10.375,27.86666667,MODERATE,0,20.7,5.4,1,78,21.2,5.1,1,71,RESIDENTIAL,RESIDENTIAL,2,2,2,8.39,12.92,17.35
150,"2,8",218,"2,8",264,"2,8",RAPIDO,11,5,11.08,6,1,0,16.215,34.25,MODERATE,0,21.8,4.6,1,67,21,5.4,1,78,RESIDENTIAL,RESIDENTIAL,2,2,2,9.25,13.44,16.28
217,"2,8",283,"2,8",363,"4,8",RAPIDO,11,7,11.12,6,1,0,26.283,46.55,NORMAL,0,21.1,4.7,1,78,20.9,5.4,1,78,RESIDENTIAL,RESIDENTIAL,2,2,4,8.26,10.77,13.81
110,"3,8",164,"3,8",206,"3,8",RAPIDO,11,9,11.15,6,1,0,11.726,25.95,MODERATE,0,21.2,5.1,1,71,21.9,4.6,1,67,COMMERCIAL,RESIDENTIAL,3,3,3,9.38,13.99,17.57
86,"3,8",138,"3,8",180,"3,8",RAPIDO,11,10,11.17,6,1,0,10.809,26.5,MODERATE,0,21,4.7,1,78,21,4.3,1,76,RESIDENTIAL,RESIDENTIAL,3,3,3,7.96,12.77,16.65
83,"3,8",139,"3,8",195,"3,8",RAPIDO,11,12,11.2,6,1,0,10.424,27.65,MODERATE,0,21.8,4.6,1,67,20.7,5.4,1,78,RESIDENTIAL,RESIDENTIAL,3,3,3,7.96,13.33,18.71
172,"2,8",,,187,"2,8",RAPIDO,12,10,12.17,6,1,0,10.56,19.26666667,NORMAL,0,23,5.1,3,68,22.9,5.5,3,69,TRANSIT_HUB,TRANSIT_HUB,2,0,2,16.29,0,17.71
48,"4,8",91,"4,8",165,"4,8",RAPIDO,12,12,12.2,6,1,0,3.832,15.78333333,HEAVY,0,23.6,4.8,1,58,23.5,4.8,1,58,TRANSIT_HUB,RESIDENTIAL,4,4,4,12.53,23.75,43.06
88,"2,8",142,"2,8",170,"2,8",RAPIDO,12,14,12.23,6,1,0,10.375,27.86666667,MODERATE,0,22.6,5.5,3,69,22.9,5.2,2,63,RESIDENTIAL,RESIDENTIAL,2,2,2,8.48,13.69,16.39
153,"4,8",223,"4,8",250,"4,8",RAPIDO,12,16,12.27,6,1,0,16.215,34.25,MODERATE,0,24,5,1,55,23.4,5.6,3,65,RESIDENTIAL,RESIDENTIAL,4,4,4,9.44,13.75,15.42
220,"2,8",307,"2,8",355,"2,8",RAPIDO,12,17,12.28,6,1,0,26.283,46.55,NORMAL,0,23.4,5.1,2,65,23.3,5.6,3,65,RESIDENTIAL,RESIDENTIAL,2,2,2,8.37,11.68,13.51
111,"3,8",164,"3,8",200,"3,8",RAPIDO,12,19,12.32,6,1,0,11.726,25.95,MODERATE,0,23.3,5.5,2,60,24.1,5,1,55,COMMERCIAL,RESIDENTIAL,3,3,3,9.47,13.99,17.06
87,"3,8",138,"3,8",169,"5,8",RAPIDO,12,20,12.33,6,1,0,10.809,26.5,MODERATE,0,23.3,5.1,2,65,23.4,5,1,63,RESIDENTIAL,RESIDENTIAL,3,3,5,8.05,12.77,15.64
84,"3,8",139,"3,8",176,"3,8",RAPIDO,12,22,12.37,6,1,0,10.424,27.65,MODERATE,0,24.7,4.8,2,51,23.8,4.6,3,62,RESIDENTIAL,RESIDENTIAL,3,3,3,8.06,13.33,16.88
71,"4,8",152,"2,8",204,"2,7",RAPIDO,12,22,12.37,6,1,0,7.588,18.88333333,MODERATE,0,24.1,5,1,55,23.9,4.6,1,57,RESIDENTIAL,TRANSIT_HUB,4,2,2,9.36,20.03,26.88
46.4,"3,3",97.65,"4,4",200.48,"5,18",UBER,12,25,12.42,6,1,0,7.588,18.88333333,MODERATE,0,24.8,4.8,2,51,24.4,4.4,2,54,RESIDENTIAL,TRANSIT_HUB,3,4,5,6.11,12.87,26.42
87.15,"3,2",139.03,"3,2",255.7,"3,12",UBER,12,28,12.47,6,1,0,10.671,26.78333333,MODERATE,0,24.1,5,1,55,23.4,5.5,2,60,TRANSIT_HUB,RESIDENTIAL,3,3,3,8.17,13.03,23.96
96,"5,7",180,"5,8",219,"5,8",RAPIDO,12,30,12.5,6,1,0,10.671,26.78333333,MODERATE,0,25,5.1,2,50,24.5,5.4,3,53,TRANSIT_HUB,RESIDENTIAL,5,5,5,9,16.87,20.52
130,"2,8",209,"2,8",227,"2,8",RAPIDO,12,33,12.55,6,1,0,24.681,40.03333333,NORMAL,0,24,6,3,61,23.7,6.2,3,62,TRANSIT_HUB,RESIDENTIAL,2,2,2,5.27,8.47,9.2
113.85,"1,3",177.95,"2,3",245.88,"1,15",UBER,12,35,12.58,6,1,0,24.681,40.03333333,NORMAL,0,24,6,3,61,23.7,6.2,3,62,TRANSIT_HUB,RESIDENTIAL,1,2,1,4.61,7.21,9.96
172.03,"1,3",266.39,"1,3",300.45,"1,15",UBER,12,37,12.62,6,1,0,21.577,42.11666667,NORMAL,0,24.3,5.2,1,53,23.7,5.6,2,62,RESIDENTIAL,RESIDENTIAL,1,1,1,7.97,12.35,13.92
180,"5,8",253,"5,8",273,"5,8",RAPIDO,12,39,12.65,6,1,0,21.577,42.11666667,NORMAL,0,24.3,5.2,1,53,23.7,5.6,2,62,RESIDENTIAL,RESIDENTIAL,5,5,5,8.34,11.73,12.65
224,"3,8",293,"3,8",317,"3,8",RAPIDO,12,41,12.68,6,1,0,23.885,46.81666667,NORMAL,0,23.8,6.2,3,62,23.7,6,2,58,RESIDENTIAL,COMMERCIAL,3,3,3,9.38,12.27,13.27
220.06,"1,3",316.93,"2,3",363.03,"3,12",UBER,12,43,12.72,6,1,0,23.885,46.81666667,NORMAL,0,23.8,6.2,3,62,23.7,6,2,58,RESIDENTIAL,COMMERCIAL,1,2,3,9.21,13.27,15.2
214.89,"2,3",310.15,"2,4",345.08,"3,14",UBER,12,47,12.78,6,1,0,25.728,48.15,NORMAL,0,24,6.6,1,60,24.2,6.4,1,60,RESIDENTIAL,RESIDENTIAL,2,2,3,8.35,12.05,13.41
219,"3,8",264,"3,8",323,"3,7",RAPIDO,12,49,12.82,6,1,0,25.728,48.15,NORMAL,0,24.6,5.6,2,57,24.7,4.6,2,57,RESIDENTIAL,RESIDENTIAL,3,3,3,8.51,10.26,12.55
37,"2,8",72,"2,8",113,"2,7",RAPIDO,12,52,12.87,6,1,0,4.279,12.06666667,HEAVY,0,24.4,5.6,2,57,24.5,5.6,2,57,RESIDENTIAL,RESIDENTIAL,2,2,2,8.65,16.83,26.41
40,"2,3",62.33,"2,4",117.74,"3,11",UBER,12,55,12.92,6,1,0,4.279,12.06666667,HEAVY,0,24.4,5.6,2,57,24.5,5.6,2,57,RESIDENTIAL,RESIDENTIAL,2,2,3,9.35,14.57,27.52
69.69,"3,2",111.66,"5,3",179.63,"5,9",UBER,12,58,12.97,6,1,0,7.611,21.35,HEAVY,0,24.8,5.9,2,51,25.3,5.1,2,49,RESIDENTIAL,RESIDENTIAL,3,5,5,9.16,14.67,23.6
78,"5,7",141,"2,8",158,"2,8",RAPIDO,13,0,13,6,1,0,7.611,21.35,HEAVY,0,24.4,7.2,1,55,24.9,6.3,1,51,RESIDENTIAL,RESIDENTIAL,5,2,2,10.25,18.53,20.76
52,"2,8",111,"2,8",163,"3,6",RAPIDO,15,12,15.2,6,1,0,7.588,18.88333333,MODERATE,0,26.8,8.7,1,41,26.6,7.9,1,44,RESIDENTIAL,TRANSIT_HUB,2,2,3,6.85,14.63,21.48
46.37,"3,3",103.2,"4,3",204.82,"4,16",UBER,15,15,15.25,6,1,0,7.588,18.88333333,MODERATE,0,26.8,7.7,1,41,26.6,7.4,1,44,RESIDENTIAL,TRANSIT_HUB,3,4,4,6.11,13.6,26.99
87.9,"3,3",153.78,"4,3",262.85,"5,14",UBER,15,18,15.3,6,1,0,10.671,26.78333333,MODERATE,0,26.8,7.9,1,41,26.3,8.2,1,44,TRANSIT_HUB,RESIDENTIAL,3,4,5,8.24,14.41,24.63
97,"5,8",184,"5,8",227,"2,8",RAPIDO,15,19,15.32,6,1,0,10.671,26.78333333,MODERATE,0,26.8,7.9,1,41,26.3,8.2,1,44,TRANSIT_HUB,RESIDENTIAL,5,5,2,9.09,17.24,21.27
78,"4,8",129,"4,8",151,"4,8",RAPIDO,15,21,15.35,6,1,0,24.681,40.03333333,NORMAL,0,26.6,8.8,3,46,26.4,8.4,2,47,TRANSIT_HUB,RESIDENTIAL,4,4,4,3.16,5.23,6.12
112.93,"1,2",202.64,"2,3",278.29,"2,13",UBER,15,25,15.42,6,1,0,24.681,40.03333333,NORMAL,0,26.6,8.8,3,46,26.4,8.4,2,47,TRANSIT_HUB,RESIDENTIAL,1,2,2,4.58,8.21,11.28
171.38,"2,3",293.78,"1,4",351.1,"1,14",UBER,15,28,15.47,6,1,0,21.577,42.11666667,NORMAL,0,26.7,7.9,1,41,26.4,8.2,1,47,RESIDENTIAL,RESIDENTIAL,2,1,1,7.94,13.62,16.27
180,"5,8",270,"5,8",280,"5,8",RAPIDO,15,30,15.5,6,1,0,21.577,42.11666667,NORMAL,0,26.7,7.9,1,41,26.4,8.4,1,47,RESIDENTIAL,RESIDENTIAL,5,5,5,8.34,12.51,12.98
226,"3,8",295,"3,8",325,"3,8",RAPIDO,15,32,15.53,6,1,0,23.885,46.81666667,NORMAL,0,26.5,8.5,2,47,26.2,8.2,1,44,RESIDENTIAL,COMMERCIAL,3,3,3,9.46,12.35,13.61
221.33,"2,3",351.18,"4,4",390.24,"6,6",UBER,15,34,15.57,6,1,0,23.885,46.81666667,NORMAL,0,26.5,8.5,2,47,26.2,8.2,1,44,RESIDENTIAL,COMMERCIAL,2,4,6,9.27,14.7,16.34
215.87,"2,3",344.73,"2,3",392.54,"3,12",UBER,15,37,15.62,6,1,0,25.728,48.15,NORMAL,0,26.4,8.5,2,47,26.5,8.4,1,47,RESIDENTIAL,RESIDENTIAL,2,2,3,8.39,13.4,15.26
218,"3,8",309,"3,8",320,"3,8",RAPIDO,15,38,15.63,6,1,0,25.728,48.15,NORMAL,0,26.4,8.5,2,47,26.5,8.4,1,47,RESIDENTIAL,RESIDENTIAL,3,3,3,8.47,12.01,12.44
37,"2,8",66,"2,8",116,"2,8",RAPIDO,15,40,15.67,6,1,0,4.279,12.06666667,HEAVY,0,26.2,8.5,2,47,26.2,8.5,2,47,RESIDENTIAL,RESIDENTIAL,2,2,2,8.65,15.42,27.11
40,"3,4",59.49,"2,5",134.09,"3,13",UBER,15,42,15.7,6,1,0,4.279,12.06666667,HEAVY,0,26.2,8.5,2,47,26.2,8.5,2,47,RESIDENTIAL,RESIDENTIAL,3,2,3,9.35,13.9,31.34
67.86,"4,3",130.53,"3,4",218.38,"6,14",UBER,15,45,15.75,6,1,0,7.611,21.35,HEAVY,0,26.3,8.2,3,44,26.7,7.9,3,41,RESIDENTIAL,RESIDENTIAL,4,3,6,8.92,17.15,28.69
77,"2,8",153,"2,8",168,"2,8",RAPIDO,15,47,15.78,6,1,0,7.611,21.35,HEAVY,0,26.3,8.2,3,44,26.7,7.9,3,41,RESIDENTIAL,RESIDENTIAL,2,2,2,10.12,20.1,22.07
155,"2,1",367,"3,3",449,"2,4",UBER,21,6,21.1,6,1,1,17.775,41.53333333,MODERATE,0,20.2,4.3,3,77,21.3,3.9,3,69,RESIDENTIAL,TRANSIT_HUB,2,3,2,8.72,20.65,25.26
136,"3,1",362,"3,3",381,"4,4",UBER,21,7,21.12,6,1,1,17.567,36.01666667,NORMAL,0,21.7,3.8,2,66,20.3,4.4,2,74,RESIDENTIAL,RESIDENTIAL,3,3,4,7.74,20.61,21.69
168,"3,1",456,"3,3",484,"2,4",UBER,21,9,21.15,6,1,1,21.892,41.5,NORMAL,0,19.8,4.5,2,77,21.2,3.9,3,69,RESIDENTIAL,RESIDENTIAL,3,3,2,7.67,20.83,22.11
177,"3,1",381,"5,3",463,"3,4",UBER,21,17,21.28,6,1,1,21.999,36.8,NORMAL,0,19.3,4.6,3,81,21.1,3.8,3,70,TRANSIT_HUB,RESIDENTIAL,3,5,3,8.05,17.32,21.05
61,"3,1",126,"1,3",257,"2,4",UBER,21,20,21.33,6,1,1,8.119,22.96666667,HEAVY,0,19.8,4.7,3,78,20.7,4.2,3,72,RESIDENTIAL,RESIDENTIAL,3,1,2,7.51,15.52,31.65
88,"3,1",212,"3,3",301,"3,4",UBER,21,22,21.37,6,1,1,10.247,20.45,NORMAL,0,21.1,3.8,3,70,20.8,4.2,3,72,RESIDENTIAL,RESIDENTIAL,3,3,3,8.59,20.69,29.37
180,"4,1",443,"2,3",505,"2,4",UBER,21,24,21.4,6,1,1,23.204,48.4,MODERATE,0,20.8,4.2,3,72,19.9,4.7,3,78,RESIDENTIAL,RESIDENTIAL,4,2,2,7.76,19.09,21.76
156,"2,1",367,"3,3",446,"2,4",UBER,21,26,21.43,6,1,1,17.775,41.53333333,MODERATE,0,19.9,4.7,3,78,21,3.8,3,70,RESIDENTIAL,TRANSIT_HUB,2,3,2,8.78,20.65,25.09
135,"3,1",363,"3,3",381,"3,4",UBER,21,28,21.47,6,1,1,17.567,36.01666667,NORMAL,0,21.1,3.8,3,70,19.6,4.7,3,78,RESIDENTIAL,RESIDENTIAL,3,3,3,7.68,20.66,21.69
168,"3,1",412,"4,3",473,"1,4",UBER,21,30,21.5,6,1,1,21.892,41.5,NORMAL,0,19.4,4.8,2,78,20.8,3.8,3,71,RESIDENTIAL,RESIDENTIAL,3,4,1,7.67,18.82,21.61
